epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
25,0.5044642686843872,0.49709460139274597,2.499999936844688e-05,0.8880903720855713,0.5044642686843872,0.5044642686843872,0.528124988079071,0.6122070550918579,0.6880933046340942,0.5297805666923523,0.528124988079071
26,0.5035714507102966,0.5049318075180054,2.499999936844688e-05,0.8538588285446167,0.5035714507102966,0.5035714507102966,0.5218750238418579,0.6117138862609863,0.6879480481147766,0.5203761458396912,0.518750011920929
27,0.5205357074737549,0.5197704434394836,2.499999936844688e-05,0.8634318113327026,0.5201072096824646,0.5196428298950195,0.5718749761581421,0.6230908036231995,0.6898807883262634,0.5705128312110901,0.5562499761581421
28,0.5071428418159485,0.5014585256576538,2.499999936844688e-05,0.8864724040031433,0.5071428418159485,0.5071428418159485,0.53125,0.6110742092132568,0.6888490915298462,0.5314465165138245,0.528124988079071
29,0.5089285969734192,0.5231158137321472,2.499999936844688e-05,0.8474956154823303,0.5093833804130554,0.5089285969734192,0.5218750238418579,0.6020801067352295,0.687752366065979,0.5235109925270081,0.5218750238418579
30,0.49017858505249023,0.49033161997795105,2.499999936844688e-05,0.8830917477607727,0.49017858505249023,0.49017858505249023,0.653124988079071,0.6674414277076721,0.6889232397079468,0.6571428775787354,0.6468750238418579
31,0.5044642686843872,0.5099362134933472,2.499999936844688e-05,0.855850875377655,0.5049151182174683,0.5044642686843872,0.628125011920929,0.6359179615974426,0.6897441744804382,0.6270096302032471,0.609375
32,0.5178571343421936,0.5121169090270996,2.499999936844688e-05,0.8570680618286133,0.5178571343421936,0.5178571343421936,0.5562499761581421,0.5966943502426147,0.6891172528266907,0.5562499761581421,0.5562499761581421
33,0.48303571343421936,0.48479872941970825,2.499999936844688e-05,0.8734616041183472,0.48303571343421936,0.48303571343421936,0.512499988079071,0.5930029153823853,0.6891162991523743,0.512499988079071,0.512499988079071
34,0.48303571343421936,0.4745001494884491,2.499999936844688e-05,0.8989636898040771,0.48303571343421936,0.48303571343421936,0.5093749761581421,0.5828564763069153,0.6892017126083374,0.5093749761581421,0.5093749761581421
35,0.5223214030265808,0.5245965719223022,1.249999968422344e-05,0.8225517868995667,0.5223214030265808,0.5223214030265808,0.5375000238418579,0.6144043207168579,0.6885557770729065,0.5345911979675293,0.53125
36,0.5178571343421936,0.5303264856338501,1.249999968422344e-05,0.8467073440551758,0.5183199048042297,0.5178571343421936,0.5718749761581421,0.624755859375,0.6885578036308289,0.57413250207901,0.5687500238418579
37,0.5169642567634583,0.5150809288024902,1.249999968422344e-05,0.8440082669258118,0.5169946551322937,0.5160714387893677,0.574999988079071,0.5985302925109863,0.687545657157898,0.5736677050590515,0.5718749761581421
38,0.5089285969734192,0.5031831860542297,1.249999968422344e-05,0.8453177213668823,0.5089285969734192,0.5089285969734192,0.6499999761581421,0.6567431688308716,0.6885774731636047,0.6518987417221069,0.643750011920929
39,0.48571428656578064,0.47200295329093933,1.249999968422344e-05,0.8824914693832397,0.48571428656578064,0.48571428656578064,0.628125011920929,0.6441601514816284,0.6884518265724182,0.6305732727050781,0.6187499761581421
40,0.4937500059604645,0.494419664144516,1.249999968422344e-05,0.8623876571655273,0.4932975769042969,0.4928571283817291,0.4906249940395355,0.5729101300239563,0.6901187896728516,0.48580440878868103,0.48124998807907104
41,0.4839285612106323,0.4997178018093109,1.249999968422344e-05,0.8543863892555237,0.4839285612106323,0.4839285612106323,0.621874988079071,0.6625927686691284,0.6897398233413696,0.6229507923126221,0.59375
42,0.5160714387893677,0.5152878165245056,1.249999968422344e-05,0.8372023701667786,0.5156389474868774,0.5151785612106323,0.675000011920929,0.6600781679153442,0.6890408396720886,0.6761006116867065,0.671875
43,0.5258928537368774,0.5330747961997986,6.24999984211172e-06,0.8272702097892761,0.5263628363609314,0.5258928537368774,0.612500011920929,0.6366211175918579,0.6893510222434998,0.6146496534347534,0.6031249761581421
44,0.49464285373687744,0.5027917623519897,6.24999984211172e-06,0.8494917750358582,0.4941912293434143,0.4937500059604645,0.6499999761581421,0.6658985018730164,0.6889392137527466,0.6487341523170471,0.640625
45,0.47678571939468384,0.4798373579978943,6.24999984211172e-06,0.851516842842102,0.47678571939468384,0.47678571939468384,0.590624988079071,0.6485791206359863,0.6897286176681519,0.6045016050338745,0.5874999761581421
46,0.5080357193946838,0.5066497921943665,6.24999984211172e-06,0.8468840718269348,0.5080357193946838,0.5080357193946838,0.546875,0.6204394698143005,0.6897600293159485,0.5555555820465088,0.546875
47,0.48571428656578064,0.4965006709098816,6.24999984211172e-06,0.8648309707641602,0.48571428656578064,0.48571428656578064,0.5375000238418579,0.6149413585662842,0.6895048022270203,0.539432168006897,0.534375011920929
48,0.5178571343421936,0.5279372930526733,3.12499992105586e-06,0.8144223690032959,0.5183199048042297,0.5178571343421936,0.4937500059604645,0.574145495891571,0.690097451210022,0.4921630024909973,0.4906249940395355
49,0.4910714328289032,0.4915202558040619,3.12499992105586e-06,0.8683684468269348,0.4910714328289032,0.4910714328289032,0.48750001192092896,0.5740038752555847,0.6903971433639526,0.4890282154083252,0.48750001192092896
50,0.46875,0.4663512408733368,3.12499992105586e-06,0.8928064703941345,0.46821844577789307,0.4669642746448517,0.5,0.563720703125,0.6906397342681885,0.5015674233436584,0.5
51,0.4848214387893677,0.49105510115623474,3.12499992105586e-06,0.8572192192077637,0.4848214387893677,0.4848214387893677,0.518750011920929,0.5666406750679016,0.6899848580360413,0.5174603462219238,0.5093749761581421
52,0.4928571283817291,0.49563056230545044,3.12499992105586e-06,0.8504665493965149,0.4932975769042969,0.4928571283817291,0.49687498807907104,0.5673779249191284,0.6905132532119751,0.4952978193759918,0.4937500059604645
